1,100000,1,(100.000) Cien Mil ,
2,50000,1,(50.000) Cincuenta Mil,
3,20000,1,(20.000) Veinte Mil,
4,10000,1,(10.000) Diez Mil,
5,5000,1,(5.000) Cinco Mil,
6,2000,1,(2.000) Dos Mil,
7,1000,1,(1.000) Mil,
8,500,1,(500) Quinientos,
9,100,1,(100) Cien,
10,50,1,(50) Cincuenta,
